customerid,total_purchase,count_orders,tot_items,first_purchase_date,last_purchase_date,num_unique_products,avg_order_val,avg_items_per_order,product_diversity_ratio,max_order_val,min_order_val,std_order_val,days_since_last_purchase,days_since_first_purchase,purchase_span,avg_days_between_orders,total_cancellation_count,total_cancellation_amnt,total_cancelled_qty,last_cancel_date,days_since_last_cancellation,cancellation_rate,order_completion_rate,return_purchase_ratio,per_day_purchase_amnt,activity_gap,churn,high_value_customer,high_future_cancellation,cluster_label,cluster_name,if_label,if_score,lof_label,lof_score
13781,127.84,1,30,2011-04-03 12:08:00,2011-04-03 12:08:00,17,127.84,30.0,0.5666666666666667,127.84,127.84,0.0,159,159,0,0.0,0.0,0.0,0.0,,159.0,0.0,1.0,0.0,0.8040251572327044,0,1,0,0,0,One-Time Churners,0,0.08447807236571414,0,-1.0460751529942178
13782,484.79,3,184,2011-01-16 11:08:00,2011-08-07 12:21:00,59,161.59666666666666,61.333333333333336,0.3206521739130434,191.94,123.49,34.879114572095034,33,236,203,101.5,0.0,0.0,0.0,,236.0,0.0,1.0,0.0,2.0541949152542376,0,0,0,0,1,Engaged Regulars,0,0.08001774240076565,0,-1.0554748742453954
13784,2124.15,9,2265,2011-01-11 14:38:00,2011-09-06 12:27:00,9,236.01666666666668,251.66666666666663,0.0039735099337748,603.96,60.48,171.78565423224376,3,240,237,29.625,0.0,0.0,0.0,,240.0,0.0,1.0,0.0,8.850625,0,0,0,0,1,Engaged Regulars,0,0.04535588238995164,0,-1.1433012409050334
13786,230.4,1,136,2010-12-07 13:53:00,2010-12-07 13:53:00,7,230.4,136.0,0.0514705882352941,230.4,230.4,0.0,275,275,0,0.0,0.0,0.0,0.0,,275.0,0.0,1.0,0.0,0.8378181818181817,0,1,0,0,0,One-Time Churners,0,0.1063437986883301,0,-1.0152046750775638
13787,106.4,1,56,2010-12-10 14:45:00,2010-12-10 14:45:00,7,106.4,56.0,0.125,106.4,106.4,0.0,272,272,0,0.0,0.0,0.0,0.0,,272.0,0.0,1.0,0.0,0.3911764705882353,0,0,0,0,0,One-Time Churners,0,0.1315334419700398,0,-1.0159743562180454
13791,1516.0,2,1200,2011-06-24 16:38:00,2011-08-04 11:44:00,7,758.0,600.0,0.0058333333333333,937.0,579.0,253.144227664784,36,76,40,40.0,0.0,0.0,0.0,,76.0,0.0,1.0,0.0,19.94736842105263,0,1,0,1,1,Engaged Regulars,0,0.12474123951051058,0,-1.207984648691128
13792,74.60000000000001,1,28,2011-02-25 14:03:00,2011-02-25 14:03:00,4,74.60000000000001,28.0,0.1428571428571428,74.60000000000001,74.60000000000001,0.0,195,195,0,0.0,0.0,0.0,0.0,,195.0,0.0,1.0,0.0,0.3825641025641026,0,0,0,0,0,One-Time Churners,0,0.14285991839448386,0,-1.229683934862693
13798,29161.14,42,18304,2010-12-02 17:24:00,2011-09-07 15:34:00,95,694.3128571428572,435.8095238095238,0.0051901223776223,3762.66,127.5,621.3278146242802,1,280,278,6.780487804878049,5.0,692.3299999999999,364.0,2011-04-18 16:25:00,143.0,0.1063829787234042,0.8936170212765957,0.0198863636363636,104.14692857142856,0,0,1,0,1,Engaged Regulars,0,0.02582276008013773,0,-1.2188851733430413
13799,688.86,2,402,2011-02-18 14:18:00,2011-08-15 12:07:00,32,344.43,201.0,0.0796019900497512,347.16,341.7,3.860803025278555,25,202,177,177.0,0.0,0.0,0.0,,202.0,0.0,1.0,0.0,3.4101980198019803,0,1,0,0,1,Engaged Regulars,0,0.03937684411902381,0,-1.0252826670117148
13800,558.32,1,331,2011-02-03 12:27:00,2011-02-03 12:27:00,33,558.32,331.0,0.0996978851963746,558.32,558.32,0.0,218,218,0,0.0,0.0,0.0,0.0,,218.0,0.0,1.0,0.0,2.561100917431193,0,1,0,0,0,One-Time Churners,0,0.11512912152626353,0,-1.0098660006069846
13802,4599.42,3,2572,2011-02-01 12:03:00,2011-07-24 10:54:00,55,1533.14,857.3333333333334,0.0213841368584758,2161.32,969.74,598.4254844172331,47,220,172,86.0,3.0,693.15,291.0,2011-07-24 13:26:00,46.0,0.5,0.5,0.1131415241057542,20.906454545454547,0,1,0,0,1,Engaged Regulars,0,0.07830367377878694,0,-1.3482899486322455
13803,277.07,1,121,2011-03-29 12:57:00,2011-03-29 12:57:00,17,277.07,121.0,0.140495867768595,277.07,277.07,0.0,163,163,0,0.0,0.0,0.0,0.0,,163.0,0.0,1.0,0.0,1.6998159509202453,0,1,0,0,0,One-Time Churners,0,0.1689910854522952,0,-1.0076295512201354
13804,1526.01,4,923,2011-02-23 09:09:00,2011-09-04 10:59:00,81,381.5025,230.75,0.0877573131094257,723.63,170.9,238.12627747688828,5,198,193,64.33333333333333,0.0,0.0,0.0,,198.0,0.0,1.0,0.0,7.707121212121212,0,0,0,0,1,Engaged Regulars,0,0.1483836523909728,0,-0.9866537773781117
13805,500.24,1,728,2011-08-02 15:29:00,2011-08-02 15:29:00,6,500.24,728.0,0.0082417582417582,500.24,500.24,0.0,37,37,0,0.0,0.0,0.0,0.0,,37.0,0.0,1.0,0.0,13.52,0,0,0,0,0,One-Time Churners,0,0.10628222746509158,0,-1.2971821375208046
13807,112.6,1,36,2010-12-07 15:48:00,2010-12-07 15:48:00,7,112.6,36.0,0.1944444444444444,112.6,112.6,0.0,275,275,0,0.0,0.0,0.0,0.0,,275.0,0.0,1.0,0.0,0.4094545454545454,0,1,0,0,0,One-Time Churners,0,0.11610008381346809,0,-1.1107151121259407
13808,723.1,2,324,2011-09-04 12:07:00,2011-09-07 12:10:00,33,361.55,162.0,0.1018518518518518,573.46,149.64,299.68599600248257,2,5,3,3.0,0.0,0.0,0.0,,5.0,0.0,1.0,0.0,144.62,0,0,0,0,1,Engaged Regulars,0,0.10538533590302268,0,-1.1737157340871238
13809,155.05,1,29,2011-02-07 13:15:00,2011-02-07 13:15:00,11,155.05,29.0,0.3793103448275862,155.05,155.05,0.0,213,213,0,0.0,0.0,0.0,0.0,,213.0,0.0,1.0,0.0,0.7279342723004696,0,1,0,0,0,One-Time Churners,0,0.1253103714221861,0,-1.0332057424037147
13811,814.5,3,68,2011-04-14 18:40:00,2011-06-09 09:54:00,7,271.5,22.666666666666668,0.1029411764705882,333.0,222.75,56.21999199573049,92,147,55,27.5,1.0,222.75,1.0,2011-04-18 10:29:00,144.0,0.25,0.75,0.0147058823529411,5.540816326530612,1,1,0,0,2,At-Risk Irregulars,0,0.0458794448132368,0,-1.0304492011787278
13812,278.74,1,191,2011-08-26 12:54:00,2011-08-26 12:54:00,20,278.74,191.0,0.1047120418848167,278.74,278.74,0.0,13,13,0,0.0,0.0,0.0,0.0,,13.0,0.0,1.0,0.0,21.441538461538464,0,0,0,0,0,One-Time Churners,0,0.12254670544878671,0,-0.9818813682431499
13813,385.14,1,177,2011-07-28 10:33:00,2011-07-28 10:33:00,17,385.14,177.0,0.096045197740113,385.14,385.14,0.0,43,43,0,0.0,1.0,13.45,2.0,2011-08-05 12:49:00,35.0,0.5,0.5,0.0112994350282485,8.956744186046512,0,0,0,0,0,One-Time Churners,0,0.07009267798352148,0,-0.9911690756964473
13814,1579.12,2,864,2011-07-25 13:54:00,2011-09-08 13:48:00,37,789.56,432.0,0.042824074074074,961.58,617.54,243.2730169994199,0,45,44,44.0,0.0,0.0,0.0,,45.0,0.0,1.0,0.0,35.09155555555555,0,1,0,1,1,Engaged Regulars,0,0.13064758066259435,0,-1.0589695145976832
13815,2977.75,2,1965,2011-01-25 12:16:00,2011-06-20 13:08:00,110,1488.875,982.5,0.0559796437659033,1965.74,1012.01,674.3889504210459,80,227,146,146.0,1.0,12.45,3.0,2011-07-14 11:00:00,57.0,0.3333333333333333,0.6666666666666666,0.0015267175572519,13.11784140969163,0,0,0,0,1,Engaged Regulars,0,0.0398939398893578,0,-1.2556667446653398
13817,128.7,1,63,2010-12-23 11:46:00,2010-12-23 11:46:00,9,128.7,63.0,0.1428571428571428,128.7,128.7,0.0,260,260,0,0.0,0.0,0.0,0.0,,260.0,0.0,1.0,0.0,0.4949999999999999,0,0,0,0,0,One-Time Churners,0,0.13966297679933082,0,-1.034477031593633
13819,1140.35,3,1109,2011-01-24 10:38:00,2011-02-11 10:38:00,26,380.1166666666666,369.6666666666667,0.0234445446348061,425.05,307.0,63.8723401272674,210,228,18,9.0,0.0,0.0,0.0,,228.0,0.0,1.0,0.0,5.001535087719298,1,1,0,0,2,At-Risk Irregulars,0,0.07109377024103586,0,-1.0799258930964288
13821,385.64,2,153,2011-03-23 11:30:00,2011-07-18 09:49:00,51,192.82,76.5,0.3333333333333333,270.15,115.49,109.36113477831142,53,170,116,116.0,0.0,0.0,0.0,,170.0,0.0,1.0,0.0,2.268470588235294,0,1,0,0,1,Engaged Regulars,0,0.08360880898632722,0,-1.0454658742072427
13823,650.42,1,325,2011-09-09 10:42:00,2011-09-09 10:42:00,26,650.42,325.0,0.08,650.42,650.42,0.0,0,0,0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,One-Time Churners,0,0.08322448525429543,0,-1.0441168486156145
13824,1429.84,4,660,2011-02-02 13:07:00,2011-07-27 09:22:00,26,357.46,165.0,0.0393939393939393,659.3000000000001,130.8,241.91670577563127,44,218,174,58.0,0.0,0.0,0.0,,218.0,0.0,1.0,0.0,6.558899082568807,0,0,0,0,1,Engaged Regulars,0,0.14243545169487154,0,-1.010277756736604
13826,189.5,1,82,2011-06-16 13:48:00,2011-06-16 13:48:00,10,189.5,82.0,0.1219512195121951,189.5,189.5,0.0,84,84,0,0.0,1.0,14.85,2.0,2011-07-04 16:27:00,66.0,0.5,0.5,0.024390243902439,2.255952380952381,0,1,0,0,0,One-Time Churners,0,0.0728525527315722,0,-1.0787425924129113
13827,300.76,2,95,2011-07-19 15:38:00,2011-07-29 11:45:00,59,150.38,47.5,0.6210526315789474,188.02,112.74,53.23099848772328,42,51,9,9.0,0.0,0.0,0.0,,51.0,0.0,1.0,0.0,5.8972549019607845,1,0,0,0,2,At-Risk Irregulars,0,0.004358742878350141,0,-1.4396688596585983
13831,1450.85,4,515,2010-12-05 12:13:00,2011-07-24 12:26:00,57,362.7125,128.75,0.1106796116504854,408.0,311.29999999999995,40.22122936543173,47,278,231,77.0,0.0,0.0,0.0,,278.0,0.0,1.0,0.0,5.21888489208633,0,0,0,0,1,Engaged Regulars,0,0.13381693020803692,0,-0.9914474505402741
13833,383.85,1,117,2011-07-03 13:27:00,2011-07-03 13:27:00,28,383.85,117.0,0.2393162393162393,383.85,383.85,0.0,67,67,0,0.0,0.0,0.0,0.0,,67.0,0.0,1.0,0.0,5.729104477611941,0,1,0,0,0,One-Time Churners,0,0.14214676843345514,0,-1.02368242015186
13835,537.34,2,291,2011-05-08 15:22:00,2011-07-07 15:16:00,28,268.67,145.5,0.0962199312714776,328.45,208.89,84.5416867586636,63,123,59,59.0,0.0,0.0,0.0,,123.0,0.0,1.0,0.0,4.368617886178862,0,0,0,0,1,Engaged Regulars,0,0.159331332050428,0,-0.9760406284596883
13837,266.59000000000003,2,182,2011-01-26 12:15:00,2011-05-12 12:10:00,17,133.29500000000002,91.0,0.0934065934065934,157.54000000000002,109.05,34.287607819735705,120,226,105,105.0,0.0,0.0,0.0,,226.0,0.0,1.0,0.0,1.179601769911505,0,1,0,0,1,Engaged Regulars,0,0.11163083905089816,0,-1.0294545270137783
13838,467.54,3,164,2010-12-05 10:45:00,2011-08-14 10:52:00,106,155.84666666666666,54.66666666666666,0.6463414634146342,230.66,93.16,69.54749839737828,26,278,252,126.0,0.0,0.0,0.0,,278.0,0.0,1.0,0.0,1.6817985611510793,0,0,0,0,1,Engaged Regulars,1,-0.035242981868530254,0,-1.424176770228645
13841,85.0,1,100,2011-04-01 12:10:00,2011-04-01 12:10:00,1,85.0,100.0,0.01,85.0,85.0,0.0,161,161,0,0.0,0.0,0.0,0.0,,161.0,0.0,1.0,0.0,0.5279503105590062,0,1,0,0,0,One-Time Churners,0,0.09218183452849793,0,-1.0791240895884353
13842,2165.27,7,893,2010-12-08 10:39:00,2011-07-07 12:41:00,96,309.32428571428574,127.57142857142856,0.1075027995520716,336.8,293.96,13.557948292598033,64,275,211,35.166666666666664,0.0,0.0,0.0,,275.0,0.0,1.0,0.0,7.873709090909091,0,0,1,0,1,Engaged Regulars,0,0.10566385538065459,0,-1.1069884085026358
13846,663.9300000000001,2,345,2010-12-14 16:07:00,2011-04-11 15:03:00,43,331.96500000000003,172.5,0.1246376811594203,411.4,252.53,112.33805432710678,150,268,117,117.0,1.0,17.45,5.0,2011-04-08 12:09:00,154.0,0.3333333333333333,0.6666666666666666,0.0144927536231884,2.477350746268657,0,0,0,0,1,Engaged Regulars,0,0.08444913481675215,0,-1.0109376804800392
13848,1255.0,3,3700,2010-12-08 15:10:00,2011-09-08 12:58:00,3,418.3333333333333,1233.3333333333333,0.0008108108108108,615.0,320.0,170.31832941093958,0,274,273,136.5,0.0,0.0,0.0,,274.0,0.0,1.0,0.0,4.58029197080292,0,1,0,0,1,Engaged Regulars,1,-0.006354497141820015,0,-1.393435431646362
13849,593.5799999999999,1,332,2011-06-22 10:11:00,2011-06-22 10:11:00,38,593.5799999999999,332.0,0.1144578313253012,593.5799999999999,593.5799999999999,0.0,79,79,0,0.0,0.0,0.0,0.0,,79.0,0.0,1.0,0.0,7.513670886075948,0,0,0,0,0,One-Time Churners,0,0.13008453986850654,0,-0.9929110356308245
13850,1595.48,1,944,2011-08-02 14:04:00,2011-08-02 14:04:00,93,1595.48,944.0,0.0985169491525423,1595.48,1595.48,0.0,37,37,0,0.0,0.0,0.0,0.0,,37.0,0.0,1.0,0.0,43.12108108108108,0,1,0,1,0,One-Time Churners,0,0.053943431641321926,0,-1.305305177246677
13851,2651.46,3,1705,2011-02-24 17:18:00,2011-09-05 12:36:00,77,883.82,568.3333333333334,0.0451612903225806,1298.18,246.32,560.3088073553726,4,196,192,96.0,0.0,0.0,0.0,,196.0,0.0,1.0,0.0,13.527857142857144,0,1,0,0,1,Engaged Regulars,0,0.13184964149918316,0,-1.105729178567067
13854,6469.16,20,1812,2010-12-09 10:48:00,2011-09-08 14:35:00,35,323.458,90.6,0.0193156732891832,429.9,207.50000000000003,46.70825359274536,0,274,273,14.36842105263158,4.0,84.5,18.0,2011-06-03 09:18:00,98.0,0.1666666666666666,0.8333333333333334,0.009933774834437,23.61007299270073,0,0,1,0,1,Engaged Regulars,0,0.08929580626419448,0,-1.1163651805223889
13856,388.5,3,494,2011-05-20 13:13:00,2011-06-24 10:03:00,10,129.5,164.66666666666666,0.020242914979757,169.5,94.4,37.78901956918174,77,111,34,17.0,2.0,25.1,10.0,2011-06-13 15:37:00,87.0,0.4,0.6,0.020242914979757,3.5,1,1,0,0,2,At-Risk Irregulars,0,0.030308799918629448,0,-1.0470651394572623
13859,201.16,1,129,2011-01-17 16:14:00,2011-01-17 16:14:00,27,201.16,129.0,0.2093023255813953,201.16,201.16,0.0,234,234,0,0.0,0.0,0.0,0.0,,234.0,0.0,1.0,0.0,0.8596581196581197,0,1,0,0,0,One-Time Churners,0,0.13865433243282954,0,-1.0753327111032187
13862,1781.3,6,1277,2011-01-11 15:13:00,2011-08-23 14:53:00,77,296.8833333333333,212.83333333333331,0.0602975724353954,425.1,173.46,83.09515862351229,16,240,223,44.6,2.0,22.05,6.0,2011-06-07 15:42:00,93.0,0.25,0.75,0.004698512137823,7.422083333333333,0,0,0,0,1,Engaged Regulars,0,0.14959185479088832,0,-0.9753977631712853
13863,305.78,1,224,2011-04-06 10:20:00,2011-04-06 10:20:00,20,305.78,224.0,0.0892857142857142,305.78,305.78,0.0,156,156,0,0.0,1.0,6.22,5.0,2011-04-08 17:03:00,153.0,0.5,0.5,0.0223214285714285,1.960128205128205,0,1,0,0,0,One-Time Churners,0,0.09039904173065394,0,-0.9884785367909561
13865,383.34,3,154,2011-02-23 12:04:00,2011-07-26 11:24:00,23,127.78000000000002,51.333333333333336,0.1493506493506493,159.22,100.82,29.45662574023033,45,198,152,76.0,0.0,0.0,0.0,,198.0,0.0,1.0,0.0,1.9360606060606065,0,0,0,0,1,Engaged Regulars,0,0.13631395245429884,0,-1.0440042305593344
13867,138.85,1,31,2011-05-05 17:28:00,2011-05-05 17:28:00,8,138.85,31.0,0.2580645161290322,138.85,138.85,0.0,126,126,0,0.0,0.0,0.0,0.0,,126.0,0.0,1.0,0.0,1.1019841269841268,0,0,0,0,0,One-Time Churners,0,0.14729873298474416,0,-1.0790047346393616
13869,3083.65,4,1709,2010-12-17 15:14:00,2011-08-08 13:53:00,234,770.9125,427.25,0.1369221767115272,1510.49,323.62,515.6042566655814,31,265,233,77.66666666666667,0.0,0.0,0.0,,265.0,0.0,1.0,0.0,11.636415094339624,0,1,0,0,1,Engaged Regulars,0,0.09766754143982742,0,-1.1378453532220687
13870,2179.4700000000003,5,1058,2011-02-25 09:09:00,2011-08-30 11:32:00,82,435.89400000000006,211.6,0.0775047258979206,812.16,112.5,272.38323063287135,10,196,186,46.5,1.0,16.8,4.0,2011-06-28 11:31:00,73.0,0.1666666666666666,0.8333333333333334,0.0037807183364839,11.119744897959183,0,0,0,0,1,Engaged Regulars,0,0.15884949145830568,0,-0.9730715730800827
13871,4612.64,9,1950,2011-02-04 09:30:00,2011-09-08 12:51:00,120,512.5155555555556,216.66666666666663,0.0615384615384615,633.07,397.55,97.09236196930108,0,217,216,27.0,0.0,0.0,0.0,,217.0,0.0,1.0,0.0,21.25640552995392,0,0,1,0,1,Engaged Regulars,0,0.10672120283841047,0,-1.0128283154216595
13873,389.6,3,140,2011-02-03 09:37:00,2011-08-12 10:08:00,21,129.86666666666667,46.66666666666666,0.15,159.20000000000002,108.95,26.160960099608992,28,218,190,95.0,1.0,7.9,2.0,2011-02-08 14:32:00,212.0,0.25,0.75,0.0142857142857142,1.7871559633027525,0,1,0,0,1,Engaged Regulars,0,0.11419724926631653,0,-1.0682241108428079
13874,540.45,1,180,2010-12-16 18:20:00,2010-12-16 18:20:00,18,540.45,180.0,0.1,540.45,540.45,0.0,266,266,0,0.0,0.0,0.0,0.0,,266.0,0.0,1.0,0.0,2.031766917293233,0,1,0,0,0,One-Time Churners,0,0.10175435485277112,0,-1.0162326143410731
13875,1424.8,4,1005,2011-02-11 15:39:00,2011-07-29 09:11:00,66,356.2,251.25,0.0656716417910447,384.2,340.65,19.998081574657743,42,209,167,55.66666666666666,0.0,0.0,0.0,,209.0,0.0,1.0,0.0,6.817224880382775,0,0,0,0,1,Engaged Regulars,0,0.15191169895601953,0,-1.0161738785586574
13880,1680.76,8,852,2010-12-07 14:00:00,2011-07-17 14:07:00,69,210.095,106.5,0.0809859154929577,312.94,97.8,72.42299792587592,53,275,222,31.714285714285715,0.0,0.0,0.0,,275.0,0.0,1.0,0.0,6.111854545454546,0,0,1,0,1,Engaged Regulars,0,0.10458912033566181,0,-0.9875566459135259
13881,9398.68,11,5928,2011-02-01 10:14:00,2011-09-05 11:43:00,65,854.4254545454546,538.9090909090909,0.0109649122807017,2251.94,177.60000000000002,644.6606170282723,4,220,216,21.6,1.0,68.0,16.0,2011-06-29 10:30:00,72.0,0.0833333333333333,0.9166666666666666,0.0026990553306342,42.721272727272726,0,0,1,0,1,Engaged Regulars,0,0.10517555531236294,0,-1.0526520051082031
13883,1742.78,4,904,2011-03-31 17:17:00,2011-05-05 12:39:00,94,435.695,226.0,0.1039823008849557,980.41,112.63,380.0203066942608,127,161,34,11.333333333333334,3.0,99.58,61.0,2011-05-23 13:09:00,108.0,0.4285714285714285,0.5714285714285714,0.0674778761061946,10.82472049689441,1,0,0,0,2,At-Risk Irregulars,0,0.052430388232973635,0,-1.0190550478275033
13884,196.25,3,65,2011-03-01 13:40:00,2011-03-07 12:53:00,10,65.41666666666667,21.666666666666668,0.1538461538461538,138.15,17.9,63.968162654037,185,191,5,2.5,1.0,6.300000000000001,3.0,2011-03-07 12:54:00,185.0,0.25,0.75,0.0461538461538461,1.0274869109947644,1,0,0,0,2,At-Risk Irregulars,0,0.0451197544334761,0,-1.0897982759637377
13885,506.8,2,182,2011-05-23 08:52:00,2011-06-03 15:07:00,28,253.4,91.0,0.1538461538461538,399.15,107.65,206.1216267158786,97,109,11,11.0,0.0,0.0,0.0,,109.0,0.0,1.0,0.0,4.64954128440367,1,1,0,0,2,At-Risk Irregulars,0,0.06600831254203177,0,-0.9800629879781535
13887,349.55,1,147,2011-05-19 17:22:00,2011-05-19 17:22:00,19,349.55,147.0,0.1292517006802721,349.55,349.55,0.0,112,112,0,0.0,0.0,0.0,0.0,,112.0,0.0,1.0,0.0,3.120982142857143,0,1,0,0,0,One-Time Churners,0,0.16356409716191483,0,-0.9926017849540367
13888,595.67,2,254,2011-05-05 14:41:00,2011-08-12 10:13:00,38,297.835,127.0,0.1496062992125984,366.11,229.56,96.55543097102306,28,126,98,98.0,0.0,0.0,0.0,,126.0,0.0,1.0,0.0,4.727539682539682,0,1,0,0,1,Engaged Regulars,0,0.129590648392314,0,-1.056983176807573
13889,416.9,1,146,2011-09-08 09:13:00,2011-09-08 09:13:00,15,416.9,146.0,0.1027397260273972,416.9,416.9,0.0,1,1,0,0.0,0.0,0.0,0.0,,1.0,0.0,1.0,0.0,416.9,0,1,0,0,0,One-Time Churners,0,0.1014247857244609,0,-1.000405958577297
13890,501.11,2,271,2010-12-16 09:31:00,2011-08-24 13:12:00,25,250.555,135.5,0.092250922509225,310.76,190.35,85.14272752267217,15,267,251,251.0,1.0,5.1,2.0,2011-01-26 17:11:00,225.0,0.3333333333333333,0.6666666666666666,0.007380073800738,1.8768164794007487,0,0,1,1,1,Engaged Regulars,1,-0.06159560102132999,0,-1.2318207902243932
13892,54.52,1,140,2011-04-07 12:04:00,2011-04-07 12:04:00,3,54.52,140.0,0.0214285714285714,54.52,54.52,0.0,155,155,0,0.0,0.0,0.0,0.0,,155.0,0.0,1.0,0.0,0.3517419354838709,0,0,0,0,0,One-Time Churners,0,0.12463505067398367,0,-1.1139620645441943
13893,821.1,1,190,2011-02-15 11:30:00,2011-02-15 11:30:00,21,821.1,190.0,0.1105263157894736,821.1,821.1,0.0,206,206,0,0.0,0.0,0.0,0.0,,206.0,0.0,1.0,0.0,3.985922330097088,0,1,0,0,0,One-Time Churners,0,0.13624008774120372,0,-1.0226164493829855
13894,160.85,1,105,2011-02-02 12:54:00,2011-02-02 12:54:00,10,160.85,105.0,0.0952380952380952,160.85,160.85,0.0,218,218,0,0.0,1.0,9.9,6.0,2011-02-10 16:33:00,210.0,0.5,0.5,0.0571428571428571,0.7378440366972476,0,0,0,0,0,One-Time Churners,0,0.07949434619993784,0,-1.0010431599129777
13895,937.3,2,436,2011-06-28 10:17:00,2011-07-19 14:03:00,39,468.65,218.0,0.0894495412844036,554.84,382.46,121.89106694093708,51,73,21,21.0,0.0,0.0,0.0,,73.0,0.0,1.0,0.0,12.839726027397262,1,0,1,0,2,At-Risk Irregulars,0,0.060719990500766874,0,-1.015940510023745
13898,155.93,1,133,2011-01-18 10:28:00,2011-01-18 10:28:00,12,155.93,133.0,0.0902255639097744,155.93,155.93,0.0,234,234,0,0.0,0.0,0.0,0.0,,234.0,0.0,1.0,0.0,0.6663675213675214,0,1,0,0,0,One-Time Churners,0,0.14803583103354245,0,-0.978755271650604
13899,298.5,1,122,2011-03-10 09:30:00,2011-03-10 09:30:00,15,298.5,122.0,0.1229508196721311,298.5,298.5,0.0,183,183,0,0.0,0.0,0.0,0.0,,183.0,0.0,1.0,0.0,1.6311475409836065,0,0,0,0,0,One-Time Churners,0,0.1630114553199271,0,-0.9853320819615984
13900,740.95,3,430,2011-03-22 10:13:00,2011-06-09 19:26:00,42,246.98333333333332,143.33333333333334,0.0976744186046511,374.87,8.5,206.7134761773729,91,171,79,39.5,0.0,0.0,0.0,,171.0,0.0,1.0,0.0,4.333040935672515,1,1,0,0,2,At-Risk Irregulars,0,0.07758180495002248,0,-0.9862259793530731
13901,2652.28,4,1547,2011-01-25 09:01:00,2011-08-24 12:36:00,129,663.07,386.75,0.0833872010342598,1561.09,214.4,607.9316876645489,16,227,211,70.33333333333333,0.0,0.0,0.0,,227.0,0.0,1.0,0.0,11.684052863436124,0,0,0,0,1,Engaged Regulars,0,0.12566677913011226,0,-1.013081877251739
13904,201.12,1,223,2011-02-18 11:18:00,2011-02-18 11:18:00,17,201.12,223.0,0.0762331838565022,201.12,201.12,0.0,203,203,0,0.0,0.0,0.0,0.0,,203.0,0.0,1.0,0.0,0.9907389162561576,0,0,0,0,0,One-Time Churners,0,0.15869903882089026,0,-0.9841404860487335
13908,1461.61,3,919,2011-03-08 12:04:00,2011-08-05 11:46:00,65,487.2033333333333,306.3333333333333,0.0707290533188248,630.5,335.11,147.8913419823261,35,185,149,74.5,1.0,22.5,8.0,2011-05-12 19:43:00,119.0,0.25,0.75,0.0087051142546245,7.900594594594594,0,0,0,0,1,Engaged Regulars,0,0.1442761954145036,0,-0.9679004177409076
13911,2437.63,8,2189,2011-02-04 14:46:00,2011-07-18 13:30:00,120,304.70375,273.625,0.0548195523069894,516.12,217.6,96.06804001591787,52,216,163,23.285714285714285,0.0,0.0,0.0,,216.0,0.0,1.0,0.0,11.285324074074074,1,0,0,0,2,At-Risk Irregulars,0,0.06021468626952686,0,-1.0324627518500193
13917,65.38,1,38,2011-06-01 12:46:00,2011-06-01 12:46:00,5,65.38,38.0,0.131578947368421,65.38,65.38,0.0,100,100,0,0.0,0.0,0.0,0.0,,100.0,0.0,1.0,0.0,0.6537999999999999,0,0,0,0,0,One-Time Churners,0,0.14405536003372293,0,-1.11450954764755
13918,198.2,1,100,2011-03-31 18:05:00,2011-03-31 18:05:00,8,198.2,100.0,0.08,198.2,198.2,0.0,161,161,0,0.0,0.0,0.0,0.0,,161.0,0.0,1.0,0.0,1.231055900621118,0,0,0,0,0,One-Time Churners,0,0.16097342941615234,0,-0.9938043009215661
13919,213.15,1,338,2011-08-10 10:15:00,2011-08-10 10:15:00,16,213.15,338.0,0.0473372781065088,213.15,213.15,0.0,30,30,0,0.0,0.0,0.0,0.0,,30.0,0.0,1.0,0.0,7.105,0,0,0,0,0,One-Time Churners,0,0.120680085012836,0,-1.00774428742269
13922,172.25,1,93,2010-12-23 10:38:00,2010-12-23 10:38:00,7,172.25,93.0,0.075268817204301,172.25,172.25,0.0,260,260,0,0.0,0.0,0.0,0.0,,260.0,0.0,1.0,0.0,0.6625,0,1,0,0,0,One-Time Churners,0,0.12457161087678126,0,-1.0193342029035153
13925,678.25,4,331,2011-07-28 12:09:00,2011-09-08 12:47:00,28,169.5625,82.75,0.0845921450151057,380.12,49.5,144.89623146123114,1,43,42,14.0,1.0,48.85,3.0,2011-08-18 06:30:00,22.0,0.2,0.8,0.0090634441087613,15.773255813953488,0,1,0,1,1,Engaged Regulars,0,0.12856730227327018,0,-1.1525660169437875
13928,225.45,2,87,2011-07-29 15:59:00,2011-08-25 12:13:00,13,112.725,43.5,0.1494252873563218,121.25,104.2,12.056170619230638,15,41,26,26.0,0.0,0.0,0.0,,41.0,0.0,1.0,0.0,5.498780487804878,0,0,0,0,0,One-Time Churners,0,0.13175355967564928,0,-1.394636744252019
13929,842.65,2,143,2011-01-17 15:11:00,2011-06-23 15:26:00,8,421.325,71.5,0.0559440559440559,429.8,412.85,11.985459941111932,77,234,157,157.0,1.0,39.8,4.0,2011-01-21 16:11:00,230.0,0.3333333333333333,0.6666666666666666,0.0279720279720279,3.601068376068376,0,1,0,0,1,Engaged Regulars,0,0.018595434814220768,0,-1.1168525537629965
