customerid,product_cluster_diversity,primary_product_cluster,total_quantity,product_cluster_entropy
13656,9,4,500,1.9373241426577978
13657,4,4,144,1.0888999749452237
13658,7,2,342,1.7371022322537282
13659,9,2,892,2.0151313278250336
13662,8,9,453,1.8379797269757312
13663,6,9,107,1.6307991039856433
13666,3,9,61,0.9950269898795212
13667,9,4,156,1.975982857784254
13668,11,2,3097,2.1773449750301466
13669,2,1,13,0.6365141680948128
13672,3,7,-1,0.8305236911828464
13675,8,12,348,1.8201022972949623
13678,5,4,924,1.3421257222487468
13680,8,2,657,1.7042787476048682
13681,8,11,102,1.8018923998588727
13682,2,7,10,0.6365141680948128
13684,5,12,37,1.3024685041971855
13686,3,9,80,0.8486855574264172
13692,6,4,795,1.2408441118951907
13694,11,9,50064,2.0080740529188286
13695,8,7,1246,1.5373679854621969
13699,5,4,66,1.252762967995368
13700,9,4,2144,1.8525178804266123
13703,1,2,30,-1.000000082690371e-10
13705,7,3,247,1.7264499348151483
13706,6,2,201,1.594981796790107
13707,6,1,363,1.5178245899794134
13708,8,0,345,1.7691913784406095
13709,10,2,2339,2.026357242107038
13711,6,1,146,1.710493229455004
13712,4,4,352,1.2798542254336676
13715,9,4,597,1.9969438161979902
13716,7,1,155,1.6963659857523732
13717,10,2,1650,2.1094380440654463
13718,5,3,177,1.412744636363848
13719,7,9,186,1.442783311458676
13720,8,7,525,1.927036007229861
13722,9,9,1489,1.930775039371975
13723,3,2,48,0.9556998908125343
13725,7,2,735,1.4946747519786485
13726,5,4,394,1.4447234213062492
13728,7,4,368,1.357895972264307
13730,8,4,589,1.6324920918858568
13731,7,2,290,1.715365010349498
13735,8,4,744,1.6556462255345985
13736,7,2,229,1.7121498127582941
13737,7,4,130,1.7458625018424225
13740,6,1,473,1.5756147058965702
13741,6,1,166,1.435226007064941
13742,10,2,1003,2.083688461552411
13743,2,4,1247,0.42532829317326165
13744,9,12,1153,1.8357377173482903
13745,8,4,522,1.5680271191875566
13747,1,7,8,-1.000000082690371e-10
13748,5,4,511,1.232991726074919
13750,4,3,431,1.314775737147273
13751,4,2,152,1.2148896535491205
13752,8,4,1022,1.8020524853013122
13753,8,4,624,1.7737223556136277
13754,6,2,310,1.6304325820288885
13756,10,4,2037,2.0443058407021013
13758,9,2,1665,1.8782858089094372
13760,6,0,100,1.633344239315179
13761,8,2,284,1.7344311955817762
13762,3,2,0,0.9743147525693494
13764,10,2,631,1.7229587076184123
13767,8,2,4047,1.7536236377559526
13769,9,7,1106,1.938583649648732
13771,7,4,955,1.7379051432071657
13772,6,2,375,1.3705857528814944
13777,8,2,7262,1.748103980997389
13778,5,9,82,1.5571130975576457
13780,3,4,173,0.936888307239016
13781,6,12,34,1.3097558613082145
13782,11,11,210,2.2101872706016787
13784,5,7,2265,1.4067846547060339
13786,3,7,168,1.0397207705399178
13787,4,7,68,1.2130075655799042
13791,1,9,1300,-1.000000082690371e-10
13792,4,1,28,1.3862943607198905
13798,10,9,20756,1.7531312488494775
13799,6,2,438,1.5050165309277468
13800,6,0,331,1.6816460113474587
13802,8,9,2825,1.616089552036303
13803,7,0,121,1.8746407398357516
13804,11,2,990,1.962305569059002
13805,2,9,728,0.6365141680948128
13807,5,7,40,1.4941751377893084
13808,8,11,374,1.8114858510553105
13809,7,2,46,1.709472775884213
13811,2,9,67,0.5982695883852572
13812,5,4,191,1.4150225879935587
13813,6,4,181,1.6695801263814074
13814,6,2,1026,1.411495233848568
13815,8,9,2141,1.691541087164616
13817,4,4,63,1.2148896535491205
13819,6,9,1181,1.210141873596093
13821,7,9,156,1.6559849511392277
13823,7,4,337,1.7167506756330027
13824,7,9,738,1.6498703991488228
13826,3,2,84,0.5091373437826869
13827,9,2,101,2.102966765271131
13831,8,2,828,1.808542275372526
13833,7,4,123,1.7279799249942913
13835,6,2,307,1.5805562475115171
13837,7,4,207,1.750973472727987
13838,10,4,170,1.8709379259464667
13841,1,9,100,-1.000000082690371e-10
13842,10,2,942,2.045367820008275
13846,7,4,352,1.6514468972284004
13848,1,9,3700,-1.000000082690371e-10
13849,7,2,388,1.8338884409412795
13850,7,9,1124,1.585182514541848
13851,10,0,1777,2.121086887269268
13854,8,0,1902,1.790523540713636
13856,4,9,484,1.2530462257125412
13859,10,4,189,2.001803731408494
13862,7,1,1396,1.606719628889105
13863,7,0,219,1.6932630215740754
13865,8,1,163,1.6957348854067051
13867,6,2,37,1.7351264563629227
13869,11,2,1891,2.098324593284447
13870,9,2,1133,1.9604615452144265
13871,9,1,2541,1.9213750289394602
13873,7,2,150,1.7354039869448155
13874,8,11,212,1.8582249039779504
13875,7,9,1233,1.6493690556020644
13880,8,7,894,1.9612657377142149
13881,8,9,6364,1.817294352432153
13883,9,2,899,1.737792328104964
13884,6,2,88,1.6114722036607263
13885,7,7,208,1.8240137179891842
13887,6,9,153,1.6137942385528548
13888,8,11,271,1.689672190320652
13889,4,1,158,1.040839837023239
13890,6,1,305,1.7481951690682467
13892,3,1,140,1.0986122883681095
13893,4,2,206,1.1778210137494904
13894,2,7,111,0.2868359828561607
13895,7,2,556,1.6599583188999625
13898,5,2,145,1.377819507539033
13899,5,4,130,1.3316602863224323
13900,9,2,467,2.0783328246613104
13901,8,1,1610,1.8767180974475468
13904,4,4,223,1.1407201960134568
13908,8,1,961,1.5236813670398281
13911,8,7,2223,1.9830313606913064
13917,4,11,50,1.242453324494
13918,3,1,100,1.0397207705399178
13919,4,4,339,1.2980356793346741
13922,6,11,123,1.6769877737224175
13925,6,2,380,1.017409416661991
13928,6,2,102,1.656551126096654
13929,6,0,145,1.720193458619825
13930,2,2,210,0.6108643018548935
13931,7,2,881,1.4295237056006314
13932,4,10,84,1.0710178886244566
13933,6,2,268,1.4441244607277155
13934,6,4,398,1.5589764658420326
13936,5,4,336,1.5180350352313423
13937,4,12,123,1.3689223603402192
13939,6,4,665,1.671583633678591
13940,6,11,264,1.633344239315179
13941,6,7,1346,0.9810569590176577
13946,5,7,311,1.4184836614456566
13948,2,2,40,0.6365141680948128
13949,10,4,554,2.151480506947215
13950,2,4,81,0.5982695883852572
13951,8,7,497,1.9874400962547505
13952,7,2,1521,1.6192805011233022
13953,3,2,2048,0.9184277846930976
13955,5,2,169,1.4403465522347805
13956,9,11,406,1.9279655746310944
13959,9,1,198,1.9786821935715175
13962,3,11,32,0.9002560509685369
13963,8,1,484,1.9281647025777167
13967,2,2,42,0.6931471803599453
13969,10,9,2362,1.859998500782496
13971,10,9,1518,2.0139253351753976
13972,4,2,42,1.310783677699714
13973,6,9,115,1.7481554566476758
13975,8,9,1028,1.8109234389997566
13976,6,7,190,1.6326309265543517
13982,8,1,885,1.828063474087554
13983,7,4,911,1.7447869944193888
13984,3,7,263,0.9556998908125343
13985,7,4,1636,1.5271985967592083
13988,10,2,1447,1.9602992098101084
13989,8,2,873,1.8891122647968184
13990,5,9,220,1.4150225879935587
13991,3,2,95,0.9002560509685369
13993,8,2,736,1.84361921146771
13994,8,9,164,1.919152786793507
13995,6,9,704,1.4546010016597477
13999,7,9,2166,1.4985370423569138
14000,6,9,707,1.7214023214140037
14001,6,9,741,1.610494666176023
14002,7,4,878,1.6499173702698386
14004,9,9,2054,1.6837284031107576
14005,5,2,912,1.1274889723504748
14006,4,9,973,0.8559112429516177
14009,7,2,416,1.6705178833054413
14012,5,0,160,1.3667110515552041
14013,4,2,508,1.344075292414629
14016,9,4,2282,1.9168826277501603
14019,6,1,755,1.5760925192354494
14021,6,1,216,1.628617445896074
14022,7,4,548,1.6370753485249694
14023,7,4,174,1.8090102835668667
14024,4,9,191,0.9550807982656576
14029,2,2,24,0.6365141680948128
14030,10,1,910,1.830822961219223
14031,10,1,3450,1.8016132420744313
14032,7,4,1442,1.592510726111307
14034,3,11,209,0.5503536165824767
14035,8,11,509,1.7602973524243397
14036,9,9,290,2.0789780669924705
14037,6,0,46,1.5899161827960653
14038,5,9,855,1.301017650549707
14040,7,4,1572,1.6979380882486856
14041,5,2,98,1.311489614630197
14044,10,2,289,2.0055891422443897
14045,3,1,759,0.9743147525693494
14046,2,7,462,0.24493002659463536
14047,6,2,246,1.451001156002802
14048,9,7,280,1.9930794114576398
14049,9,4,2260,1.8441483881740892
14050,5,2,453,1.3561541736256528
14051,6,1,2336,1.3474858365768525
14053,1,4,215,-1.000000082690371e-10
14055,5,1,216,1.504788283181191
14056,9,4,3316,1.820213973787801
14057,7,4,3968,1.4942878066067982
14059,4,0,136,1.1682824497765627
14060,10,4,3861,1.9036002577605173
14062,10,12,4671,1.8913184020579874
14064,8,11,1121,1.8507271725691263
14066,3,1,45,0.9556998908125343
14067,8,4,229,1.9091314310694756
14068,4,1,88,1.144716677036786
14071,7,1,200,1.8006873151028908
14075,6,4,290,1.674408936650713
14076,8,4,79,1.834889832510218
14077,8,9,168,1.9461255807827025
14078,7,4,334,1.585884866005418
14079,4,4,327,0.8953326655680909
14081,8,2,617,1.770807145738244
14082,7,4,114,1.7311933899219687
14083,8,4,391,1.8150391902913845
14085,11,4,2383,2.1194823062265726
14088,10,2,7752,1.8895532682530987
14090,1,7,144,-1.000000082690371e-10
14092,9,2,1776,1.8942336102796387
14096,7,4,43,1.5233916897514224
14099,10,4,1868,1.945308187689514
14100,7,2,68,1.9157265357830915
14101,4,4,6906,1.053395497960576
14104,7,7,76,1.7006903864322571
14105,9,4,872,1.7786447824881433
14107,6,1,1637,1.4722335109209796
14108,6,1,208,1.4868952262881838
14110,8,9,1736,1.5351456778337216
14111,3,7,202,1.0549201676861442
14112,9,9,1244,1.739832547194246
14113,3,1,-7,0.796311639873813
14114,3,4,101,0.9701157836869381
14116,6,0,399,1.5561088767190425
14117,1,7,96,-1.000000082690371e-10
14127,7,4,353,1.6860193362950158
14128,6,1,269,1.5531144609954506
14129,6,0,418,1.1716856961385869
14130,8,1,265,1.8558229158338257
14132,5,4,1468,1.1810828420117558
14133,6,2,430,1.3021859152457345
14135,7,4,3493,1.777157726889583
14141,6,1,176,1.6489915876944805
14142,5,4,337,1.4113035941778986
14143,5,10,32,1.3862943606198905
14145,2,2,456,0.5297061988576545
14146,8,4,272,1.6811756334564847
14147,1,9,40,-1.000000082690371e-10
14148,1,2,16,-1.000000082690371e-10
14149,6,9,129,1.5225882451685873
14150,4,4,274,1.072016968163193
14152,6,4,367,1.3652279578234126
14154,7,4,519,1.8878940975750549
14155,2,2,25,0.4505612086663046
14156,11,2,55157,2.043701088748068
14157,7,4,175,1.5247723174554035
14159,10,2,2805,1.9100213641473143
14161,10,11,497,2.033829462280975
14162,8,1,146,1.7680949111300355
14163,8,2,609,1.6757299307267726
14165,8,2,65,1.9352024382913442
14167,7,7,104,1.1717435229286601
14171,8,1,185,1.8521801883909381
14173,5,7,52,1.4451858784480822
14175,9,12,625,1.781190441317779
14176,8,7,269,1.874123316999181
14177,7,2,182,1.8390684187009951
14178,10,4,396,1.7215622155411567
14180,8,2,622,1.5629161587280591
14185,2,2,6,0.6365141680948128
14188,5,9,1039,0.7767442011004814
14189,10,4,2791,2.0348344843632686
14191,8,9,1459,1.3254385126708836
14193,4,4,250,1.2733256867159515
14194,11,9,3670,2.0707990060258807
14195,4,2,702,1.2130075655799042
14196,3,11,238,0.9743147525693494
14198,7,4,229,1.7382829216108735
14199,1,2,28,-1.000000082690371e-10
14201,7,9,366,1.7111326959740445
14205,5,2,16,1.4163099269771406
14206,5,4,298,1.4443559319814565
14208,7,1,116,1.8937882316911379
14209,8,7,820,1.7721512523771437
14210,7,1,796,1.626548762909264
14211,10,9,642,2.0215183847819285
14214,10,2,742,2.0860179126934217
14215,7,9,653,1.6192897541070517
14217,7,2,424,1.6596284917546462
14220,5,12,272,1.4265337286131525
14221,9,11,1819,1.7259913295031615
14222,8,4,641,1.8059391151005597
14223,9,2,607,1.719942159995641
14224,10,2,497,1.9595569204443695
14226,5,1,1132,1.4593222213446255
14227,10,9,1394,1.9695518062967634
14229,6,12,283,1.516690328957268
14231,8,1,448,1.801431612562232
14232,10,9,1561,1.9551292610599915
14233,4,1,438,1.2806059899690398
14235,7,4,2162,1.8702791797614184
14236,1,2,70,-1.000000082690371e-10
14237,4,11,38,1.2730283361896257
14238,5,7,129,1.4270610428807247
14239,8,9,882,1.9085546042319907
14240,4,2,81,1.162225544521092
14241,4,2,158,1.2636544314820966
14242,5,7,135,1.5050721221281147
14243,9,2,1080,1.8271300108651742
14245,9,2,1016,1.9058783791371916
14246,10,4,829,1.982798619698218
14247,7,2,59,1.7982739686704317
14248,3,4,102,0.7356219394587946
14256,6,2,430,1.3878274950418714
14257,8,9,1606,1.7416298971435862
14258,9,2,5944,1.7398394997906395
14259,2,4,68,0.5004024233381879
14262,8,4,637,1.6290180897303328
14264,7,9,67,1.767256972889148
14265,5,2,336,1.5453223400247171
14267,8,2,523,1.4551396707593387
14270,4,2,201,1.1396856255428154
14271,5,7,106,1.4735023845806485
14272,4,2,87,1.2554823247787537
14273,3,9,212,0.4433066911680872
14276,6,2,953,1.6002176627013724
14277,10,2,921,2.038689123824139
14280,3,1,52,1.0821955297387673
14282,5,9,2074,0.7998732478660981
14285,1,7,4,-1.000000082690371e-10
14286,9,4,2139,1.2940213249894013
14287,3,9,191,1.0114042644073515
14288,3,1,187,1.0027399540973452
14289,6,4,280,1.6109655477206983
14290,8,4,240,1.9237825882709128
14291,8,4,1630,1.6106172784395816
14292,6,2,933,1.349243795630163
14293,6,4,459,1.5168129274024407
14297,4,4,78,1.1209503922735833
14298,12,1,50540,2.2648385941350706
14299,9,2,932,1.6890905977287543
14301,4,2,672,1.006214565544081
14304,6,2,54,1.5355401807680145
14305,9,3,684,1.9597190187308549
14307,9,4,1822,1.8364760070586843
14309,7,1,1222,1.5284849477575286
14311,9,2,131,1.9067025520396734
14312,9,7,433,1.9264579310472574
14314,4,4,296,1.320888342749322
14315,7,9,747,1.7014712183892227
14320,7,4,284,1.5812541022280815
14321,8,4,1564,1.5090329267091083
14323,6,1,342,1.422654653310215
14326,3,7,111,0.8979457245567798
14327,6,2,199,1.7753427099987127
14329,10,4,2399,2.003530335429886
14331,7,4,258,1.6454441373184476
14332,1,7,84,-1.000000082690371e-10
14334,9,4,1742,1.87287399728234
14335,10,4,367,1.9553435031381
14336,8,2,1087,1.945013905633042
14338,6,2,335,1.4631698555586048
14339,6,1,150,1.7060571150426698
14340,4,9,58,1.329661348454758
14341,7,9,885,1.3566355631312452
14342,4,2,166,1.358007317773581
14344,9,11,551,1.787973486380501
14346,9,2,629,1.8526594694755896
14348,7,7,201,1.8479007998090657
14350,6,0,189,1.6439049517438868
14351,1,7,12,-1.000000082690371e-10
14352,7,4,598,1.743996832633859
14353,4,2,64,1.329661348454758
14355,4,7,92,1.0335620538068175
14360,8,4,842,1.6950909598221482
14364,7,9,2461,1.1601670241374409
14367,7,9,2796,1.6945743859027464
14368,5,9,36,1.4941751377893084
14371,1,1,34,-1.000000082690371e-10
14373,4,11,29,1.3321790398101223
14375,9,4,187,1.9311364149484862
14377,6,7,267,1.583258458820477
14379,7,4,143,1.6765309635820886
14383,7,1,210,1.5284657093610252
14386,3,4,54,0.796311639873813
14387,11,4,320,2.152153719728814
14388,8,9,1374,1.5232595442127055
14389,4,9,205,0.7721021203090435
14390,9,9,813,1.7234319615470939
14393,1,7,24,-1.000000082690371e-10
14395,9,4,1043,2.0862338812023884
14396,7,1,41,1.7262672697224506
14397,7,7,876,1.1876797254492595
14400,6,12,618,1.6304325820288885
14401,10,0,4305,2.00632403079794
14403,6,9,516,1.2711277284448548
14404,9,9,843,1.619495243929876
14406,5,9,102,1.4681399385162086
14407,8,2,1593,1.9009820119039402
14408,9,12,1722,1.9492664228838912
14409,6,9,1130,1.318927947523104
14410,10,4,352,2.070592790413415
14411,2,2,204,0.2337916585064593
14413,6,9,67,1.5813632632474337
14414,9,4,2509,1.890573358271767
14415,11,9,2076,1.9263143521149468
14418,6,1,169,1.7014688676336975
14419,8,4,163,1.7862379131682449
14420,6,4,358,1.5691971055990301
14421,4,4,214,1.069917341416382
14422,6,7,633,1.5472434658659673
14423,3,7,216,0.9502705389332347
14426,9,0,1338,1.8994240034941834
14428,6,7,159,1.6546559389345106
14431,5,1,136,1.4276786528747516
14436,6,0,130,1.7480673479460895
14437,3,1,83,0.9002560509685369
14438,2,9,92,0.5004024233381879
14439,6,2,550,1.3753663161995904
14440,8,7,379,1.7313116444909618
14441,7,9,203,1.7238719040275305
14442,9,2,491,1.6397652802792653
14443,9,7,750,1.9842211219550223
14446,8,2,336,1.8680793169845205
14447,5,2,377,1.4902901708704506
14448,5,2,53,1.4006617627480735
14449,10,2,361,1.9499610183546296
14450,10,2,291,1.911666617006058
14451,8,9,245,1.7585920659056598
14452,5,9,53,1.5327377399143498
14453,6,7,56,1.3842283504489725
14456,9,4,683,1.8678350449440602
14457,2,2,88,0.5623351444188083
14459,4,2,790,1.2309316226479223
14460,3,4,869,0.8463658293262873
14461,11,2,850,2.018228592331518
14462,10,11,699,2.214349075926171
14463,4,2,179,1.329661348454758
14465,10,4,411,1.9560680259295713
14466,4,2,617,1.1270401062579782
14467,6,0,37,1.430280301311093
14470,7,9,138,1.742806931093764
14472,11,11,1262,2.0587273824561447
14473,1,9,10,-1.000000082690371e-10
14475,7,9,259,1.8360587051274129
14476,7,0,117,1.8678801709292001
14477,1,9,300,-1.000000082690371e-10
14479,7,11,135,1.8047484889412986
14481,8,4,513,1.8776245583635018
14482,6,9,239,1.5414409514734815
14483,6,4,132,1.583258458820477
14487,4,2,36,1.1973401335967784
14489,5,9,351,0.7558092749314156
14491,8,1,163,1.9371061750293181
14493,8,9,358,1.7392032666667614
14495,2,1,22,0.6931471803599453
14496,8,1,159,1.8857642799655583
14497,6,2,245,1.5805855878477952
14498,10,9,801,1.9842429711758327
14499,10,2,204,2.0022673327316567
14500,4,7,107,1.242453324494
14501,5,3,161,1.504788283181191
14502,9,1,552,1.9367671113874234
14503,5,1,455,1.4172559516792012
14504,10,12,310,2.15781132086718
14505,11,9,2202,2.154341547706123
14506,8,9,257,1.8392224076495993
14507,8,1,539,1.9400816796305604
14511,7,3,191,1.775737883593591
14512,7,11,122,1.7972267578121746
14513,5,7,387,1.4228504476539192
14514,9,1,207,2.0967005234197513
14515,7,9,404,1.727055323041046
14517,5,4,73,1.4944032108796121
14520,1,9,100,-1.000000082690371e-10
14522,6,2,433,1.735433770985304
14523,4,7,264,1.0285137636248474
14524,10,2,458,1.9586534670153672
14525,10,11,1993,2.0779324204517686
14527,10,9,1450,2.0434547606418376
14529,9,1,87,1.9609498507361391
14530,9,7,1140,1.7735446489333337
14532,7,4,303,1.4864365577368237
14533,6,9,944,1.5936788634085197
14534,9,2,1657,1.9218679423198115
14535,10,2,1084,1.9680127180361469
14536,5,2,45,1.4845976000452927
14538,3,7,48,1.0397207705399178
14540,5,0,122,1.5465986855485123
14541,7,2,686,1.6108549650982487
14542,2,1,19,0.6730116668092565
14543,8,2,539,1.6701361354274864
14544,6,4,889,1.5232681091070766
14546,11,2,538,2.0402757512346414
14548,1,7,448,-1.000000082690371e-10
14549,9,9,144,2.039686904364819
14551,5,1,69,1.5595811557598769
14552,10,2,108,2.0183215982768474
14553,8,2,246,1.9828593575915208
14555,5,7,94,1.415369134579188
14560,6,2,740,0.5275228697672579
14561,6,7,412,1.2368993999380233
14562,10,2,978,1.9931781336324508
14565,7,1,1642,1.7884167889718774
14566,1,9,800,-1.000000082690371e-10
14567,3,1,196,0.9701157836869381
14570,6,4,99,1.598111309381074
14572,11,2,1270,1.970641914329345
14573,9,2,554,1.9523192156581206
14576,1,1,12,-1.000000082690371e-10
14577,8,9,303,1.582520807332412
14583,11,9,611,1.7773066654662686
14584,10,12,403,1.9951464975327196
14586,4,4,236,1.1466863640262117
14587,10,2,783,1.8137309860371493
14589,3,2,5,1.0986122883681095
14591,8,2,104,1.5288207544621661
14593,8,9,140,1.7799670699648162
14594,7,4,148,1.7290109006200078
14595,2,12,108,0.6829081045004717
14597,3,2,118,1.0986122883681095
14600,7,4,137,1.8180562787968266
14603,2,1,600,0.6365141680948128
14606,12,4,4781,2.124363579147364
14607,1,9,300,-1.000000082690371e-10
14608,1,1,48,-1.000000082690371e-10
14609,2,2,6306,0.6365141680948128
14616,2,2,184,0.5004024233381879
14618,3,2,89,1.0986122883681095
14619,8,12,169,1.9904785418238593
14620,9,1,188,2.013999617417041
14621,8,9,420,1.6269659319560719
14622,7,9,164,1.8132616321742583
14623,9,9,280,1.6735353316977517
14625,7,2,346,1.7222860966880706
14626,9,9,943,1.9968347416312628
14628,5,4,118,1.5910955630959391
14631,6,4,352,1.617744488119135
14632,3,1,104,0.8486855574264172
14633,5,3,108,1.5714463632221345
14636,7,7,117,1.8195113482698564
14639,10,2,849,2.0019789326736133
14640,8,7,635,1.7927526355572987
14643,9,12,755,1.9612566167242675
14644,2,0,78,0.6108643018548935
14645,6,2,423,1.5622058643020025
14646,9,2,138880,1.793240029884123
14647,4,1,94,1.379606432150857
14649,8,8,396,1.8850706431338862
14651,9,2,191,1.9004333423075408
14653,8,4,313,1.8533138120101036
14655,4,9,542,1.194453005923357
14656,9,2,138,2.1111576324504213
14657,8,2,360,1.7122241261434188
14658,5,9,29,1.2033320401994705
14659,10,2,864,1.8838132253658546
14660,6,1,111,1.6304325820288885
14662,8,4,331,1.6548017287447063
14665,8,2,324,1.8084960510654415
14667,11,9,3532,2.0720864230611804
14669,11,4,800,2.106910563779377
14670,8,4,338,1.861068039523802
14672,9,7,464,1.7695723781282553
14673,7,7,213,1.709472775884213
14676,7,4,1870,1.8930854788380895
14680,9,9,14310,1.273378348279296
14681,4,8,51,1.15374194230109
14682,1,7,80,-1.000000082690371e-10
14684,10,4,294,1.8802979665079167
14687,6,7,470,1.6397063568156067
14688,8,9,3191,1.567614610924128
14689,5,2,94,1.529518948698268
14690,7,1,85,1.7121021621113757
14691,7,2,551,1.6779941705233201
14692,8,2,296,1.7808750929852333
14693,4,7,39,1.310783677699714
14696,10,1,1182,2.0271017642328686
14697,7,1,190,1.7942066729221497
14699,4,12,77,1.320888342749322
14700,7,9,858,1.5354239101276974
14701,10,2,688,2.1041691413475943
14702,9,2,694,1.7507871680182856
14704,9,1,112,1.9624443408895011
14705,1,9,100,-1.000000082690371e-10
14708,5,4,416,1.3535913516346063
14709,5,9,2366,1.0043235972230247
14711,10,1,839,2.062228491415576
14712,3,1,102,0.9556998908125343
14713,10,9,1341,1.7949837261203074
14715,9,12,346,2.016630984965439
14716,5,4,323,1.529676751375706
14719,8,4,433,1.6872396633574012
14720,4,4,40,1.1490596965706203
14722,7,4,118,1.8742720754737736
14723,9,9,212,1.8721385709709752
14727,4,4,62,1.0888999749452237
14729,8,2,211,1.8319343100112515
14730,10,4,583,1.9637329788142728
14731,7,1,229,1.7063601592218927
14732,8,2,1122,1.8783863761972435
14733,10,7,4065,2.059417719204601
14735,8,1,1743,1.980666109035491
14737,5,4,303,1.4019454588787286
14738,8,12,393,1.6850118962921399
14739,6,4,2960,1.4271591241507684
14740,8,1,753,1.808993293039665
14741,5,1,635,1.4073702477400603
14744,7,9,667,1.6993255148252153
14745,8,9,1106,1.8474170185288321
14747,6,2,88,1.6385064439042258
14748,8,4,1120,1.7907386470006443
14754,4,4,198,1.162699833097568
14755,11,2,1384,2.26102990108072
14758,7,1,421,1.704476727022939
14759,8,2,261,1.7501718578292806
14760,3,1,44,0.9649629227074277
14761,3,0,64,0.9743147525693494
14762,5,4,351,1.309990532326296
14765,5,1,22,1.5595811557598769
14766,9,1,1074,2.054658353704931
14768,2,2,40,0.5623351444188083
14769,11,2,4763,2.131072016138427
14770,8,4,528,1.9030811209906597
14772,3,7,108,0.887694275499104
14775,7,4,826,1.260565036354033
14776,6,4,2236,1.5297576241440913
14778,9,0,360,2.12788810395261
14779,8,1,84,1.8472742250511196
14782,4,1,114,1.329661348454758
14784,2,9,56,0.5623351444188083
14790,6,9,414,1.4302218762423435
14794,9,2,339,1.8211950410439424
14795,2,4,17,0.6931471803599453
14796,11,2,5277,1.8188399548443084
14798,3,7,110,0.8486855574264172
14800,12,4,3324,1.8499596146316382
14803,5,1,370,1.4262355432124858
14805,5,12,31,1.3679648544368266
14808,9,4,1264,1.7550049053087844
14810,9,9,1111,1.723335938304658
14813,7,9,72,1.6321830191191045
14816,3,2,5,1.0397207705399178
14817,8,9,724,1.879260843860985
14818,7,1,206,1.5098341427620696
14819,2,2,48,0.6365141680948128
14820,4,1,111,1.3138340327927471
14821,2,1,20,0.6931471803599453
14823,10,2,100,1.8331718341791512
14825,9,9,623,1.8634195332414456
14828,5,4,2172,1.4012766481433694
14829,7,4,338,1.6558199463614502
14834,9,4,190,2.059514831960057
14837,8,4,1416,1.8523859275052654
14840,2,2,31,0.6931471803599453
14841,10,9,1394,2.0053375926998513
14842,8,2,798,1.8494676961553442
14844,10,2,1399,2.1161834204098353
14847,5,9,176,1.515780211245635
14849,9,2,4495,1.8625468169134363
14850,7,2,285,1.6571800784689212
14851,5,0,139,1.4944032108796121
14852,9,3,1585,2.0927879889073213
14853,2,1,34,0.6365141680948128
14854,10,4,1549,1.8197213838497395
14855,4,9,367,0.9794782651903753
14857,8,3,254,1.9306288928987785
14859,5,9,257,1.2048762060511597
14862,5,4,440,1.1164855964563525
14865,2,7,96,0.6365141680948128
14866,7,2,556,1.6630999176512808
14867,9,0,351,2.0603239032954885
14868,8,9,759,1.7355099617077494
14869,9,2,392,2.0360925643726406
14870,7,1,119,1.8043716184528458
14871,8,2,122,1.7831716191886589
14873,5,2,180,1.1414504568804094
14875,6,2,639,1.5582234822940355
14878,8,1,662,1.5772598684084558
14880,6,1,237,1.5882403192929009
14883,8,9,348,1.637206052324683
14885,4,4,892,1.2324052230657891
14886,6,0,196,1.3943555862395938
14888,4,9,234,0.8605492865589841
14889,3,2,90,1.0888999750452237
14890,3,11,63,0.9743147525693494
14891,6,9,525,1.2914147082875098
14895,11,2,2758,1.9079220195832671
14896,7,2,330,1.7296573702723914
14897,2,3,122,0.32508297319144824
14898,8,2,870,1.9194487723949196
14901,10,2,483,1.8970269835018634
14903,10,2,1430,2.2112285954406636
14905,7,7,338,1.8251994660729358
14907,7,2,1406,1.6912857942032058
14911,11,2,45575,2.07270186780148
14912,5,4,493,1.4897503183505911
14913,8,4,1510,1.5499016603973015
14915,4,0,100,1.0888999749452237
14916,7,9,894,1.5999129289300091
14918,8,11,779,2.013469179751008
14920,9,2,542,1.9475794255434205
14921,8,4,631,1.6903755014807271
14924,5,2,80,1.3579778544873244
14930,9,4,1457,1.8773052558549235
14931,4,9,111,1.1569876439452742
14932,5,4,80,1.1185405951431655
14934,8,4,493,1.8568122542519503
14935,5,4,935,1.4184836614456566
14936,8,2,2534,1.837214746628475
14937,3,1,195,0.9470571519825082
14944,10,7,1993,2.164197740842496
14947,5,7,118,1.5571130975576457
14948,5,2,479,1.0811800339142077
14952,9,2,1901,1.8913097173545788
14957,5,1,38,1.5247073925301435
14958,9,2,130,1.787501976525196
14959,6,7,400,1.6046045954699297
14960,2,9,30,0.6365141680948128
14961,9,2,2620,1.8185453074298683
14962,5,2,44,1.6094379119341005
14963,8,9,210,1.7453110916664365
14964,4,0,143,1.3061066086853947
14965,9,2,434,1.9751655187851114
14970,3,4,175,0.8675632281814611
14972,6,1,30,1.6320498504177618
14973,5,2,381,1.4344212838918833
14976,9,12,165,1.8472756701653283
14978,9,4,425,1.932773955367128
14981,2,4,107,0.6869615763973234
14984,6,11,20,1.4402347491045995
14985,7,4,261,1.696584708968131
14987,1,7,96,-1.000000082690371e-10
14988,7,7,172,1.731741041730732
14995,8,7,56,2.0153184330019878
14997,5,4,312,1.4270610428807247
14998,8,1,272,1.8400524668636362
15002,7,2,1087,1.85504740252588
15004,10,4,661,1.7763124272537398
