customerid,total_purchase,count_orders,tot_items,first_purchase_date,last_purchase_date,num_unique_products,avg_order_val,avg_items_per_order,product_diversity_ratio,max_order_val,min_order_val,std_order_val,days_since_last_purchase,days_since_first_purchase,purchase_span,avg_days_between_orders,total_cancellation_count,total_cancellation_amnt,total_cancelled_qty,last_cancel_date,days_since_last_cancellation,cancellation_rate,order_completion_rate,return_purchase_ratio,per_day_purchase_amnt,activity_gap,churn,high_value_customer,high_future_cancellation
13953,2604.36,5,2048,2010-12-22 10:29:00,2011-08-16 10:03:00,8,520.8720000000001,409.6,0.00390625,750.0,354.36,142.76975141814876,24,261,236,59.0,0.0,0.0,0.0,,261.0,0.0,1.0,0.0,9.978390804597701,0,0,0,0
13955,322.96,2,154,2011-02-07 12:24:00,2011-07-08 17:19:00,33,161.48,77.0,0.21428571428571427,205.1,117.86,61.687995590714394,62,214,151,151.0,0.0,0.0,0.0,,214.0,0.0,1.0,0.0,1.5091588785046728,0,1,0,0
13956,676.07,3,381,2011-03-13 12:51:00,2011-07-24 16:12:00,95,225.35666666666668,127.0,0.24934383202099739,385.75,118.02,141.5312532034297,46,179,133,66.5,0.0,0.0,0.0,,179.0,0.0,1.0,0.0,3.7769273743016765,0,0,0,0
13959,337.44,2,198,2010-12-12 13:56:00,2011-03-03 18:16:00,31,168.72,99.0,0.15656565656565657,214.74,122.7,65.08210814040983,189,270,81,81.0,0.0,0.0,0.0,,270.0,0.0,1.0,0.0,1.2497777777777779,1,0,0,0
13962,117.6,1,30,2011-04-08 11:21:00,2011-04-08 11:21:00,7,117.6,30.0,0.23333333333333334,117.6,117.6,0.0,154,154,0,0.0,0.0,0.0,0.0,,154.0,0.0,1.0,0.0,0.7636363636363636,0,0,0,0
13963,664.54,4,460,2010-12-07 09:21:00,2011-02-04 14:43:00,35,166.135,115.0,0.07608695652173914,215.41,115.67999999999999,42.623507207486654,216,276,59,19.666666666666668,0.0,0.0,0.0,,276.0,0.0,1.0,0.0,2.407753623188406,1,1,0,0
13967,80.7,1,42,2011-07-17 12:02:00,2011-07-17 12:02:00,2,80.7,42.0,0.047619047619047616,80.7,80.7,0.0,54,54,0,0.0,0.0,0.0,0.0,,54.0,0.0,1.0,0.0,1.4944444444444445,0,1,0,0
13969,3883.23,11,1970,2010-12-09 19:32:00,2011-08-24 15:47:00,221,353.0209090909091,179.0909090909091,0.11218274111675126,684.08,64.06,175.7959651672669,15,273,257,25.7,0.0,0.0,0.0,,273.0,0.0,1.0,0.0,14.224285714285715,0,0,1,0
13971,1985.9,6,1332,2011-02-27 12:27:00,2011-08-25 14:23:00,95,330.98333333333335,222.0,0.07132132132132132,373.65999999999997,306.46000000000004,24.074671891152867,14,194,179,35.8,2.0,47.74,24.0,2011-05-12 19:33:00,119.0,0.25,0.75,0.018018018018018018,10.23659793814433,0,0,0,0
13972,145.9,1,42,2011-05-22 11:34:00,2011-05-22 11:34:00,9,145.9,42.0,0.21428571428571427,145.9,145.9,0.0,110,110,0,0.0,0.0,0.0,0.0,,110.0,0.0,1.0,0.0,1.3263636363636364,0,0,0,0
13973,264.7,1,109,2011-02-25 15:21:00,2011-02-25 15:21:00,11,264.7,109.0,0.10091743119266056,264.7,264.7,0.0,195,195,0,0.0,0.0,0.0,0.0,,195.0,0.0,1.0,0.0,1.3574358974358973,0,1,0,0
13975,1466.67,4,948,2011-03-08 12:19:00,2011-08-03 13:39:00,166,366.6675,237.0,0.1751054852320675,671.16,151.76,220.57466874432035,36,185,148,49.333333333333336,1.0,23.05,7.0,2011-03-11 09:48:00,182.0,0.2,0.8,0.007383966244725738,7.927945945945947,0,0,0,0
13976,357.98,1,154,2011-05-17 09:13:00,2011-05-17 09:13:00,10,357.98,154.0,0.06493506493506493,357.98,357.98,0.0,115,115,0,0.0,0.0,0.0,0.0,,115.0,0.0,1.0,0.0,3.1128695652173914,0,1,0,0
13982,1230.1399999999999,3,783,2010-12-09 13:57:00,2011-06-29 15:11:00,45,410.0466666666666,261.0,0.05747126436781609,475.2,326.34,76.14456338658285,71,273,202,101.0,1.0,10.7,4.0,2011-06-29 15:14:00,71.0,0.25,0.75,0.005108556832694764,4.5060073260073255,0,0,0,0
13983,1681.06,8,793,2010-12-08 10:38:00,2011-06-05 16:05:00,65,210.1325,99.125,0.08196721311475409,329.36,7.800000000000001,139.77058169422799,95,275,179,25.571428571428573,0.0,0.0,0.0,,275.0,0.0,1.0,0.0,6.1129454545454545,1,0,0,0
13984,819.33,4,647,2010-12-08 15:58:00,2011-08-05 14:30:00,10,204.8325,161.75,0.015455950540958269,432.48,102.1,153.28403991174903,34,274,239,79.66666666666667,1.0,432.48,408.0,2011-07-07 17:16:00,63.0,0.2,0.8,0.6306027820710973,2.990255474452555,0,0,0,0
13985,2773.04,7,1380,2011-03-20 13:48:00,2011-08-24 13:11:00,55,396.1485714285714,197.14285714285714,0.03985507246376811,524.5,247.79999999999998,82.61849740999719,15,172,156,26.0,1.0,35.6,8.0,2011-06-10 12:14:00,91.0,0.125,0.875,0.005797101449275362,16.122325581395348,0,0,1,0
13988,1923.5,3,1290,2011-03-30 11:48:00,2011-06-30 11:54:00,99,641.1666666666666,430.0,0.07674418604651163,725.02,567.42,79.28460464259966,71,163,92,46.0,1.0,6.65,1.0,2011-05-27 11:00:00,105.0,0.25,0.75,0.0007751937984496124,11.800613496932515,0,0,1,0
13989,896.6700000000001,1,869,2011-04-14 15:39:00,2011-04-14 15:39:00,23,896.6700000000001,869.0,0.026467203682393557,896.6700000000001,896.6700000000001,0.0,147,147,0,0.0,0.0,0.0,0.0,,147.0,0.0,1.0,0.0,6.099795918367348,0,0,0,0
13990,311.3,1,190,2011-05-10 15:19:00,2011-05-10 15:19:00,16,311.3,190.0,0.08421052631578947,311.3,311.3,0.0,121,121,0,0.0,0.0,0.0,0.0,,121.0,0.0,1.0,0.0,2.5727272727272728,0,1,0,0
13991,126.35,1,83,2011-07-19 12:58:00,2011-07-19 12:58:00,7,126.35,83.0,0.08433734939759036,126.35,126.35,0.0,51,51,0,0.0,0.0,0.0,0.0,,51.0,0.0,1.0,0.0,2.477450980392157,0,0,0,0
13993,2247.41,6,653,2011-01-13 10:43:00,2011-08-31 12:31:00,59,374.5683333333333,108.83333333333333,0.0903522205206738,535.59,219.0,124.90754459465876,9,239,230,46.0,1.0,4.25,1.0,2011-04-27 16:53:00,134.0,0.14285714285714285,0.8571428571428571,0.0015313935681470138,9.403389121338911,0,0,1,0
13994,419.56,2,133,2011-07-14 18:28:00,2011-08-26 11:35:00,18,209.78,66.5,0.13533834586466165,288.57,130.99,111.42588657937615,14,56,42,42.0,0.0,0.0,0.0,,56.0,0.0,1.0,0.0,7.492142857142857,0,0,1,0
13995,871.9,3,608,2011-04-08 08:20:00,2011-08-16 09:00:00,39,290.6333333333333,202.66666666666666,0.06414473684210527,408.25,153.2,128.67459280422585,24,154,130,65.0,1.0,10.2,12.0,2011-04-11 16:05:00,150.0,0.25,0.75,0.019736842105263157,5.661688311688311,0,0,0,0
13999,2868.9700000000003,9,1733,2010-12-13 11:23:00,2011-09-05 11:19:00,90,318.7744444444445,192.55555555555554,0.05193306405077899,358.7,301.48,19.724737077532286,4,270,265,33.125,2.0,16.9,5.0,2011-09-07 10:17:00,2.0,0.18181818181818182,0.8181818181818182,0.0028851702250432777,10.625814814814817,0,0,0,0
14000,635.66,1,710,2011-05-12 16:50:00,2011-05-12 16:50:00,15,635.66,710.0,0.02112676056338028,635.66,635.66,0.0,119,119,0,0.0,1.0,1.9500000000000002,3.0,2011-05-17 13:44:00,114.0,0.5,0.5,0.004225352112676056,5.341680672268907,0,1,0,0
14001,1309.14,2,632,2010-12-01 12:58:00,2011-04-21 09:26:00,21,654.57,316.0,0.03322784810126582,1007.9,301.24,499.68407799328565,141,281,140,140.0,1.0,12.75,3.0,2011-06-21 17:37:00,79.0,0.3333333333333333,0.6666666666666666,0.004746835443037975,4.658861209964413,0,0,0,0
14002,529.73,2,877,2011-07-06 14:59:00,2011-07-28 15:55:00,47,264.865,438.5,0.053591790193842644,304.94,224.79,56.67460851210178,42,64,22,22.0,0.0,0.0,0.0,,64.0,0.0,1.0,0.0,8.27703125,0,1,0,0
14004,3203.26,5,1676,2011-02-24 09:28:00,2011-09-02 13:50:00,69,640.652,335.2,0.04116945107398568,900.02,241.0,250.99571733398164,6,197,190,47.5,0.0,0.0,0.0,,197.0,0.0,1.0,0.0,16.26020304568528,0,0,1,0
14005,696.56,3,864,2011-05-08 10:33:00,2011-07-29 10:00:00,29,232.18666666666664,288.0,0.03356481481481482,365.1,144.3,117.08420274884796,42,124,81,40.5,0.0,0.0,0.0,,124.0,0.0,1.0,0.0,5.6174193548387095,0,0,1,0
14006,962.19,3,641,2011-01-31 15:11:00,2011-08-16 09:39:00,22,320.73,213.66666666666666,0.0343213728549142,357.65,300.1,32.04721048702989,24,220,196,98.0,0.0,0.0,0.0,,220.0,0.0,1.0,0.0,4.373590909090909,0,1,0,0
14009,695.61,2,365,2011-05-18 13:00:00,2011-05-25 15:47:00,42,347.805,182.5,0.11506849315068493,380.91,314.7,46.81753998236134,106,113,7,7.0,1.0,9.680000000000001,4.0,2011-05-23 17:14:00,108.0,0.3333333333333333,0.6666666666666666,0.010958904109589041,6.155840707964602,1,1,0,0
14012,328.8,1,160,2011-03-07 12:26:00,2011-03-07 12:26:00,11,328.8,160.0,0.06875,328.8,328.8,0.0,186,186,0,0.0,0.0,0.0,0.0,,186.0,0.0,1.0,0.0,1.767741935483871,0,1,0,0
14013,473.02,3,462,2011-03-09 08:59:00,2011-08-21 15:01:00,30,157.67333333333332,154.0,0.06493506493506493,199.22,118.5,40.412301757426945,18,184,165,82.5,0.0,0.0,0.0,,184.0,0.0,1.0,0.0,2.570760869565217,0,1,0,0
14016,4341.21,4,2125,2010-12-17 14:21:00,2011-07-01 11:29:00,154,1085.3025,531.25,0.07247058823529412,1477.56,753.74,304.3719547280924,70,265,195,65.0,1.0,12.75,1.0,2011-07-08 14:27:00,62.0,0.2,0.8,0.00047058823529411766,16.381924528301887,0,1,0,0
14019,800.53,2,553,2011-07-24 15:39:00,2011-09-02 12:51:00,28,400.265,276.5,0.05063291139240506,416.24,384.29,22.592061658910207,6,46,39,39.0,0.0,0.0,0.0,,46.0,0.0,1.0,0.0,17.40282608695652,0,0,0,0
14021,631.9,3,192,2011-03-28 15:10:00,2011-07-07 15:46:00,22,210.63333333333333,64.0,0.11458333333333333,302.8,130.2,86.89616408871761,63,164,101,50.5,0.0,0.0,0.0,,164.0,0.0,1.0,0.0,3.853048780487805,0,1,0,0
14022,440.0,1,487,2011-04-28 14:39:00,2011-04-28 14:39:00,28,440.0,487.0,0.057494866529774126,440.0,440.0,0.0,133,133,0,0.0,0.0,0.0,0.0,,133.0,0.0,1.0,0.0,3.308270676691729,0,1,0,0
14023,273.14,1,162,2011-04-03 15:50:00,2011-04-03 15:50:00,16,273.14,162.0,0.09876543209876543,273.14,273.14,0.0,158,158,0,0.0,0.0,0.0,0.0,,158.0,0.0,1.0,0.0,1.7287341772151898,0,0,0,0
14024,327.7,2,150,2011-08-07 13:31:00,2011-08-10 11:30:00,16,163.85,75.0,0.10666666666666667,262.45,65.25,139.44145724998717,30,32,2,2.0,0.0,0.0,0.0,,32.0,0.0,1.0,0.0,10.240625,1,1,0,0
14029,165.20000000000002,1,24,2011-07-18 16:57:00,2011-07-18 16:57:00,6,165.20000000000002,24.0,0.25,165.20000000000002,165.20000000000002,0.0,52,52,0,0.0,0.0,0.0,0.0,,52.0,0.0,1.0,0.0,3.176923076923077,0,0,0,0
14030,1657.5,6,860,2010-12-08 16:11:00,2011-08-10 16:19:00,147,276.25,143.33333333333334,0.17093023255813952,670.55,5.95,229.1752545978732,29,274,245,49.0,0.0,0.0,0.0,,274.0,0.0,1.0,0.0,6.049270072992701,0,0,0,0
14031,9627.03,13,3588,2010-12-02 16:34:00,2011-08-05 14:49:00,101,740.5407692307692,276.0,0.02814938684503902,1714.25,99.63,464.1748287994789,34,280,245,20.416666666666668,3.0,1236.2199999999998,218.0,2011-03-31 17:16:00,161.0,0.1875,0.8125,0.06075808249721293,34.38225,0,0,1,0
14032,1845.37,6,1325,2010-12-08 10:53:00,2011-06-24 11:08:00,43,307.56166666666667,220.83333333333334,0.03245283018867925,315.56,303.17,4.9822581894826214,77,275,198,39.6,5.0,39.9,22.0,2011-05-23 17:44:00,108.0,0.45454545454545453,0.5454545454545454,0.01660377358490566,6.710436363636363,0,0,0,0
14034,473.90999999999997,2,307,2011-07-05 13:06:00,2011-07-05 13:15:00,23,236.95499999999998,153.5,0.0749185667752443,455.16999999999996,18.740000000000002,308.6026125132449,65,65,0,0.0,1.0,139.8,108.0,2011-07-05 13:10:00,65.0,0.3333333333333333,0.6666666666666666,0.3517915309446254,7.290923076923076,1,0,0,0
14035,837.26,3,447,2011-02-15 12:48:00,2011-08-24 13:15:00,18,279.08666666666664,149.0,0.040268456375838924,398.97999999999996,136.68,132.59132751931148,15,206,190,95.0,0.0,0.0,0.0,,206.0,0.0,1.0,0.0,4.0643689320388345,0,0,0,0
14036,626.65,1,268,2011-02-28 09:26:00,2011-02-28 09:26:00,38,626.65,268.0,0.1417910447761194,626.65,626.65,0.0,193,193,0,0.0,0.0,0.0,0.0,,193.0,0.0,1.0,0.0,3.2468911917098446,0,1,0,0
14037,147.20000000000002,2,46,2010-12-10 11:39:00,2011-06-16 13:57:00,27,73.60000000000001,23.0,0.5869565217391305,111.8,35.400000000000006,54.02295808265222,84,273,188,188.0,0.0,0.0,0.0,,273.0,0.0,1.0,0.0,0.5391941391941393,0,1,0,0
14038,1086.42,2,701,2011-05-16 14:05:00,2011-07-18 15:15:00,49,543.21,350.5,0.06990014265335236,716.32,370.1,244.8145097824065,52,115,63,63.0,1.0,5.9,2.0,2011-05-23 17:29:00,108.0,0.3333333333333333,0.6666666666666666,0.0028530670470756064,9.44713043478261,0,0,0,0
14040,2734.46,10,1286,2011-01-12 14:57:00,2011-09-06 14:29:00,122,273.446,128.6,0.09486780715396578,506.67999999999995,39.84,138.0439281291768,2,239,236,26.22222222222222,3.0,72.72999999999999,30.0,2011-09-06 14:05:00,2.0,0.23076923076923078,0.7692307692307693,0.02332814930015552,11.441255230125524,0,0,0,0
14041,141.41,1,94,2011-03-18 13:25:00,2011-03-18 13:25:00,21,141.41,94.0,0.22340425531914893,141.41,141.41,0.0,174,174,0,0.0,0.0,0.0,0.0,,174.0,0.0,1.0,0.0,0.8127011494252874,0,1,0,0
14044,535.71,3,247,2011-02-03 11:39:00,2011-08-28 14:39:00,144,178.57000000000002,82.33333333333333,0.582995951417004,195.48,169.79,14.648095439339539,11,218,206,103.0,0.0,0.0,0.0,,218.0,0.0,1.0,0.0,2.457385321100918,0,0,0,0
14045,1659.75,4,535,2010-12-01 11:32:00,2011-08-22 15:27:00,4,414.9375,133.75,0.007476635514018692,682.8,242.54999999999998,190.92300967929452,17,282,264,88.0,0.0,0.0,0.0,,282.0,0.0,1.0,0.0,5.88563829787234,0,1,0,0
14046,154.99,1,460,2011-02-28 14:48:00,2011-02-28 14:48:00,14,154.99,460.0,0.030434782608695653,154.99,154.99,0.0,192,192,0,0.0,0.0,0.0,0.0,,192.0,0.0,1.0,0.0,0.8072395833333333,0,1,0,0
14047,635.92,3,210,2010-12-02 10:09:00,2011-05-24 11:35:00,15,211.97333333333333,70.0,0.07142857142857142,339.7,9.3,177.4930762968892,108,281,173,86.5,2.0,18.6,4.0,2011-01-07 09:21:00,245.0,0.4,0.6,0.01904761904761905,2.2630604982206406,0,0,0,0
14048,409.93,1,288,2011-02-07 14:53:00,2011-02-07 14:53:00,83,409.93,288.0,0.2881944444444444,409.93,409.93,0.0,213,213,0,0.0,1.0,34.8,14.0,2011-03-07 13:49:00,185.0,0.5,0.5,0.04861111111111111,1.9245539906103286,0,1,0,0
14049,3244.74,3,2150,2011-01-26 11:27:00,2011-07-04 11:47:00,211,1081.58,716.6666666666666,0.09813953488372093,1989.73,226.93,882.6169313467763,67,226,159,79.5,1.0,12.02,11.0,2011-01-26 10:30:00,226.0,0.25,0.75,0.0051162790697674414,14.35725663716814,0,0,1,0
14050,485.98,1,447,2011-08-25 13:46:00,2011-08-25 13:46:00,37,485.98,447.0,0.08277404921700224,485.98,485.98,0.0,14,14,0,0.0,0.0,0.0,0.0,,14.0,0.0,1.0,0.0,34.712857142857146,0,0,0,0
14051,9271.84,16,2287,2010-12-08 12:49:00,2011-09-09 10:16:00,43,579.49,142.9375,0.01880192391779624,905.1,300.1,184.88480492818584,0,275,274,18.266666666666666,3.0,133.05,15.0,2011-05-17 15:24:00,114.0,0.15789473684210525,0.8421052631578947,0.006558810668998688,33.71578181818182,0,0,1,0
14053,260.25,2,215,2011-07-03 12:21:00,2011-08-07 14:27:00,2,130.125,107.5,0.009302325581395349,154.25,106.0,34.11790219225092,32,68,35,35.0,0.0,0.0,0.0,,68.0,0.0,1.0,0.0,3.827205882352941,0,1,0,0
14055,725.6400000000001,1,216,2011-08-25 15:04:00,2011-08-25 15:04:00,10,725.6400000000001,216.0,0.046296296296296294,725.6400000000001,725.6400000000001,0.0,14,14,0,0.0,0.0,0.0,0.0,,14.0,0.0,1.0,0.0,51.83142857142858,0,1,0,0
14056,5333.97,17,2864,2011-02-28 15:19:00,2011-08-24 16:02:00,274,313.7629411764706,168.47058823529412,0.09567039106145252,653.68,6.300000000000001,162.57178790324852,15,192,177,11.0625,5.0,53.39,21.0,2011-08-10 11:25:00,30.0,0.22727272727272727,0.7727272727272727,0.007332402234636872,27.78109375,0,0,1,0
14057,4805.68,13,3945,2010-12-14 12:11:00,2011-08-31 09:55:00,155,369.66769230769233,303.46153846153845,0.03929024081115336,632.52,41.6,175.384881957456,9,269,259,21.583333333333332,1.0,70.56,168.0,2011-03-10 12:04:00,183.0,0.07142857142857142,0.9285714285714286,0.04258555133079848,17.864981412639406,0,0,1,0
14059,183.6,1,128,2011-03-18 10:06:00,2011-03-18 10:06:00,8,183.6,128.0,0.0625,183.6,183.6,0.0,175,175,0,0.0,0.0,0.0,0.0,,175.0,0.0,1.0,0.0,1.0491428571428572,0,1,0,0
14060,4102.78,14,3770,2010-12-02 12:11:00,2011-08-23 16:49:00,67,293.05571428571426,269.2857142857143,0.017771883289124667,446.7,140.0,101.80020649172691,16,281,264,20.307692307692307,0.0,0.0,0.0,,281.0,0.0,1.0,0.0,14.600640569395017,0,0,1,0
14062,8800.67,10,4143,2010-12-10 15:56:00,2011-09-09 10:31:00,57,880.067,414.3,0.013758146270818247,1708.68,237.60000000000002,578.0414058996505,0,272,272,30.22222222222222,0.0,0.0,0.0,,272.0,0.0,1.0,0.0,32.35540441176471,0,0,1,0
14064,1097.03,4,1512,2011-03-10 12:59:00,2011-08-18 18:11:00,44,274.2575,378.0,0.0291005291005291,375.34999999999997,185.15,78.71999380716437,21,182,161,53.666666666666664,1.0,155.51999999999998,432.0,2011-04-13 14:24:00,148.0,0.2,0.8,0.2857142857142857,6.027637362637362,0,0,0,0
14066,152.55,1,45,2011-03-18 12:21:00,2011-03-18 12:21:00,7,152.55,45.0,0.15555555555555556,152.55,152.55,0.0,175,175,0,0.0,0.0,0.0,0.0,,175.0,0.0,1.0,0.0,0.8717142857142858,0,1,0,0
14067,224.67,1,216,2011-09-04 12:00:00,2011-09-04 12:00:00,25,224.67,216.0,0.11574074074074074,224.67,224.67,0.0,5,5,0,0.0,0.0,0.0,0.0,,5.0,0.0,1.0,0.0,44.934,0,0,0,0
14068,265.85,1,73,2011-01-23 16:02:00,2011-01-23 16:02:00,22,265.85,73.0,0.3013698630136986,265.85,265.85,0.0,228,228,0,0.0,0.0,0.0,0.0,,228.0,0.0,1.0,0.0,1.1660087719298247,0,1,0,0
14071,356.81,2,295,2011-03-20 11:33:00,2011-03-24 13:28:00,22,178.405,147.5,0.07457627118644068,225.4,131.41,66.46096636372361,168,173,4,4.0,1.0,131.41,95.0,2011-04-12 11:58:00,150.0,0.3333333333333333,0.6666666666666666,0.3220338983050847,2.062485549132948,1,0,0,0
14075,307.92,1,270,2011-03-23 16:35:00,2011-03-23 16:35:00,18,307.92,270.0,0.06666666666666667,307.92,307.92,0.0,169,169,0,0.0,0.0,0.0,0.0,,169.0,0.0,1.0,0.0,1.8220118343195266,0,0,0,0
14076,118.67,1,79,2011-08-02 15:19:00,2011-08-02 15:19:00,43,118.67,79.0,0.5443037974683544,118.67,118.67,0.0,37,37,0,0.0,0.0,0.0,0.0,,37.0,0.0,1.0,0.0,3.2072972972972975,0,1,0,0
14077,310.4,3,148,2011-03-10 15:52:00,2011-06-10 14:31:00,30,103.46666666666665,49.333333333333336,0.20270270270270271,117.11,82.5,18.430584183181317,90,182,91,45.5,0.0,0.0,0.0,,182.0,0.0,1.0,0.0,1.7054945054945054,0,0,0,0
14078,1049.37,6,310,2010-12-01 12:54:00,2011-08-30 12:16:00,46,174.89499999999998,51.666666666666664,0.14838709677419354,243.92999999999998,111.28999999999999,50.13895601226655,10,281,271,54.2,0.0,0.0,0.0,,281.0,0.0,1.0,0.0,3.7344128113879,0,1,0,0
14079,375.1,1,301,2011-08-07 12:10:00,2011-08-07 12:10:00,12,375.1,301.0,0.03986710963455149,375.1,375.1,0.0,33,33,0,0.0,0.0,0.0,0.0,,33.0,0.0,1.0,0.0,11.366666666666667,0,1,0,0
14081,921.62,2,592,2010-12-05 15:47:00,2011-02-10 16:17:00,126,460.81,296.0,0.21283783783783783,498.1,423.52,52.73602374089274,210,277,67,67.0,2.0,29.849999999999998,3.0,2011-03-17 14:24:00,175.0,0.5,0.5,0.005067567567567568,3.327148014440433,1,1,0,0
14082,182.25,1,110,2010-12-10 11:02:00,2010-12-10 11:02:00,28,182.25,110.0,0.2545454545454545,182.25,182.25,0.0,273,273,0,0.0,0.0,0.0,0.0,,273.0,0.0,1.0,0.0,0.6675824175824175,0,1,0,0
14083,533.39,7,374,2010-12-03 12:24:00,2011-08-05 14:31:00,92,76.19857142857143,53.42857142857143,0.24598930481283424,294.01,14.399999999999999,101.98129753841656,34,280,245,40.833333333333336,0.0,0.0,0.0,,280.0,0.0,1.0,0.0,1.9049642857142857,0,0,0,0
14085,3220.94,12,2190,2010-12-06 12:39:00,2011-07-21 13:48:00,228,268.4116666666667,182.5,0.10410958904109589,466.49,147.95,99.83774325768726,49,277,227,20.636363636363637,1.0,12.75,1.0,2010-12-13 13:28:00,269.0,0.07692307692307693,0.9230769230769231,0.00045662100456621003,11.627942238267147,1,0,1,0
14088,25507.89,7,7074,2011-01-21 13:07:00,2011-08-03 11:21:00,232,3643.9842857142858,1010.5714285714286,0.032796154933559515,8801.51,33.16,3676.959873939598,37,230,193,32.166666666666664,1.0,76.32000000000001,72.0,2011-07-13 13:56:00,57.0,0.125,0.875,0.010178117048346057,110.90386956521739,0,0,1,0
14090,76.32000000000001,1,72,2011-01-19 10:51:00,2011-01-19 10:51:00,1,76.32000000000001,72.0,0.013888888888888888,76.32000000000001,76.32000000000001,0.0,233,233,0,0.0,0.0,0.0,0.0,,233.0,0.0,1.0,0.0,0.32755364806866955,0,1,0,0
14092,2745.42,10,1495,2010-12-16 15:47:00,2011-09-01 10:36:00,96,274.54200000000003,149.5,0.06421404682274247,360.54,29.700000000000003,95.97211131944069,8,266,258,28.666666666666668,2.0,9.65,3.0,2011-02-21 12:09:00,200.0,0.16666666666666666,0.8333333333333334,0.002006688963210702,10.321127819548872,0,0,1,0
14096,125.06,2,42,2011-08-30 10:49:00,2011-09-02 15:45:00,24,62.53,21.0,0.5714285714285714,103.22,21.84,57.54434985296123,6,10,3,3.0,2.0,14.61,2.0,2011-09-02 15:45:00,6.0,0.5,0.5,0.047619047619047616,12.506,0,0,1,1
14099,2309.92,8,1726,2010-12-20 11:14:00,2011-08-11 15:34:00,143,288.74,215.75,0.0828505214368482,403.81,200.59,77.71428660714285,28,263,234,33.42857142857143,1.0,11.2,2.0,2011-06-22 16:36:00,78.0,0.1111111111111111,0.8888888888888888,0.0011587485515643105,8.78296577946768,0,0,0,0
14100,191.95000000000002,1,63,2011-07-25 11:01:00,2011-07-25 11:01:00,24,191.95000000000002,63.0,0.38095238095238093,191.95000000000002,191.95000000000002,0.0,46,46,0,0.0,0.0,0.0,0.0,,46.0,0.0,1.0,0.0,4.172826086956522,0,1,0,0
14101,4944.389999999999,5,6406,2011-01-17 13:09:00,2011-07-20 12:08:00,15,988.8779999999999,1281.2,0.0023415547923821417,1224.6,751.5999999999999,208.88687613155597,51,234,183,45.75,0.0,0.0,0.0,,234.0,0.0,1.0,0.0,21.129871794871793,0,0,0,0
14104,216.20999999999998,2,72,2011-06-27 12:49:00,2011-07-08 12:50:00,21,108.10499999999999,36.0,0.2916666666666667,111.25999999999999,104.95,4.4618437892871015,63,74,11,11.0,0.0,0.0,0.0,,74.0,0.0,1.0,0.0,2.9217567567567566,1,1,0,0
14105,1266.23,1,800,2011-04-14 17:58:00,2011-04-14 17:58:00,74,1266.23,800.0,0.0925,1266.23,1266.23,0.0,147,147,0,0.0,0.0,0.0,0.0,,147.0,0.0,1.0,0.0,8.613809523809524,0,1,0,1
14107,2461.94,6,1606,2010-12-10 13:29:00,2011-09-04 15:20:00,58,410.3233333333333,267.6666666666667,0.0361145703611457,625.1,257.85,146.19186634921473,4,272,268,53.6,1.0,14.75,5.0,2010-12-20 12:19:00,263.0,0.14285714285714285,0.8571428571428571,0.00311332503113325,9.05125,0,0,0,0
14108,291.33,1,209,2011-08-30 11:32:00,2011-08-30 11:32:00,16,291.33,209.0,0.07655502392344497,291.33,291.33,0.0,10,10,0,0.0,1.0,3.75,1.0,2011-09-09 12:38:00,0.0,0.5,0.5,0.004784688995215311,29.133,0,0,0,0
14110,3259.62,5,1534,2011-03-18 09:59:00,2011-08-12 14:47:00,65,651.924,306.8,0.0423728813559322,904.26,317.40000000000003,280.4022758110212,27,175,147,36.75,1.0,13.5,2.0,2011-04-08 17:14:00,153.0,0.16666666666666666,0.8333333333333334,0.001303780964797914,18.6264,0,0,1,0
14111,295.5,3,202,2011-04-12 11:36:00,2011-09-05 12:21:00,5,98.5,67.33333333333333,0.024752475247524754,153.0,48.3,52.48228272474436,4,150,146,73.0,0.0,0.0,0.0,,150.0,0.0,1.0,0.0,1.97,0,0,0,0
14112,1900.82,4,1148,2011-03-09 11:28:00,2011-08-01 12:16:00,89,475.205,287.0,0.07752613240418119,748.32,115.6,275.1432743741583,39,184,145,48.333333333333336,4.0,90.9,26.0,2011-08-18 06:29:00,22.0,0.5,0.5,0.02264808362369338,10.33054347826087,0,0,0,0
14113,433.5,1,102,2010-12-20 12:14:00,2010-12-20 12:14:00,2,433.5,102.0,0.0196078431372549,433.5,433.5,0.0,263,263,0,0.0,3.0,458.75,109.0,2011-02-01 10:52:00,220.0,0.75,0.25,1.0686274509803921,1.6482889733840305,0,0,1,0
14114,386.53,2,101,2011-01-13 11:05:00,2011-03-11 09:42:00,15,193.265,50.5,0.1485148514851485,195.13,191.39999999999998,2.637508293825835,182,239,56,56.0,0.0,0.0,0.0,,239.0,0.0,1.0,0.0,1.6172803347280333,1,1,0,0
14116,628.87,2,380,2011-08-10 12:44:00,2011-09-08 09:51:00,29,314.435,190.0,0.07631578947368421,319.97,308.9,7.827672067735117,1,30,28,28.0,0.0,0.0,0.0,,30.0,0.0,1.0,0.0,20.962333333333333,0,0,0,0
14117,90.0,1,72,2011-07-19 09:49:00,2011-07-19 09:49:00,3,90.0,72.0,0.041666666666666664,90.0,90.0,0.0,52,52,0,0.0,0.0,0.0,0.0,,52.0,0.0,1.0,0.0,1.7307692307692308,0,1,0,0
